Аварийность,Адрес,Безопасность,Газоснабжение,Год постройки,Жилая,Инфраструктура,Кухня,Лифты,Метро 0,Метро 1,Метро 2,Мусоропровод,Название,Общая,Отопление,Отрицательное соседство,Парковка,Подъезды,Положительное соседство,Построен,Срок сдачи,Строительная серия,Тип дома,Тип перекрытий,Транспорт,Цена,Цена за квадрат,Экология,Этаж
Нет,"Москва, ВАО, р-н Богородское, 1-я Мясниковская ул., 2",,,2017,38 м²,,11 м²,"1 пассажирский, 1 грузовой", ⋅  7 мин. на транспорте,,,,"2-комн. квартира, 75 м²",75 м²,Центральное,,,3,,,,,Монолитный,Железобетонные,,20500000,273 333,,17 из 17
,"Московская область, Ленинский городской округ, Дрожжино рп, ш. Новое, 7к1",,,,"29,9 м²",,15 м²,, ⋅  10 мин. на транспорте,,,,"2-комн. квартира, 58,1 м²","58,1 м²",,,,,,,,,,,,7200000,123 924,,14 из 25
Нет,"Московская область, Ленинский городской округ, Развилка поселок, 42",,,2005,36 м²,,12 м²,Нет, ⋅  15 мин. на транспорте,,,,"2-комн. квартира, 63 м²",63 м²,Центральное,,,7,,2005,,,Кирпичный,Железобетонные,,7000000,111 111,,1 из 9
,"Москва, ЗАО, р-н Можайский, Беловежская ул., 21",,,,"28,5 м²",,"6,3 м²",, ⋅  13 мин. на транспорте, ⋅  15 мин. на транспорте,,,"2-комн. квартира, 45,6 м²","45,6 м²",,,,,,1967,,,,,,8490000,186 184,,7 из 10
Нет,"Московская область, Домодедово, ул. Курыжова, 30",,,2017,"20,8 м²",,,"1 пассажирский, 1 грузовой",,,,,"1-комн. квартира, 28,8 м²","28,8 м²",Индивидуальный тепловой пункт,,,9,,,,,Панельный,Железобетонные,,3750000,130 208,,17 из 17
Нет,"Москва, ЦАО, р-н Арбат, Трубниковский пер., 24С1",,,1905,,,17 м²,1 пассажирский, ⋅  9 мин. пешком, ⋅  15 мин. пешком, ⋅  16 мин. пешком,,"2-комн. квартира, 132 м²",132 м²,,,,1,,1905,,,Кирпичный,,,60000000,454 545,,4 из 5
,"Московская область, Ивантеевка, Оранжерейная ул., 10",,,,"19,4 м²",,6 м²,, ⋅  35 мин. на транспорте,,,,"1-комн. квартира, 30,1 м²","30,1 м²",,,,,,1964,,,,,,2590000,86 047,,5 из 5
,"Москва, ЦАО, р-н Якиманка, 2-й Спасоналивковский пер., 6",,,,,,,Нет, ⋅  6 мин. пешком, ⋅  8 мин. пешком, ⋅  9 мин. пешком,Нет,"3-комн. квартира, 105 м²",105 м²,,,,,,,,,,,,78400000,746 667,,7 из 7
,"Москва, ЮАО, р-н Зябликово, Задонский проезд, 24К2",,,,36 м²,,10 м²,, ⋅  10 мин. пешком, ⋅  17 мин. пешком, ⋅  12 мин. пешком,,"2-комн. квартира, 53 м²",53 м²,,,,,,1979,,,,,,8649000,163 189,,9 из 12
Нет,"Московская область, Подольск, мкр. Красная горка, Колхозная ул., 18",,,2003,"33,6 м²",,"12,6 м²",Нет, ⋅  20 мин. на транспорте, ⋅  20 мин. на транспорте,,,"2-комн. квартира, 69,4 м²","69,4 м²",Центральное,,,9,,,,,Кирпичный,Железобетонные,,7500000,108 069,,12 из 14
Нет,"Москва, ЦАО, р-н Хамовники, Фрунзенская наб., 10",,Центральное,1922,113 м²,,25 м²,Нет, ⋅  5 мин. пешком, ⋅  33 мин. пешком, ⋅  15 мин. пешком,Есть,"3-комн. квартира, 153 м²",153 м²,Центральное,,Открытая,3,,,,,Кирпичный,Смешанные,,75842400,495 702,,4 из 4
Нет,"Москва, ЦАО, р-н Пресненский, Мантулинская ул., 9к2",,,,32 м²,,12 м²,Нет, ⋅  10 мин. пешком,,,,"2-комн. квартира, 65 м²",65 м²,,,,,,,,,,,,30000000,461 538,,7 из 20
Нет,"Москва, ЦАО, р-н Басманный, Мясницкая ул., 24/7С3",,,2014,30 м²,,,Нет, ⋅  5 мин. пешком,,,Есть,"2-комн. апартаменты, 61,5 м²","61,5 м²",,,,,,2015,,,Монолитный,,,37000000,601 626,,6 из 6
Нет,"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",,,2013,,,,"1 пассажирский, 1 грузовой", ⋅  9 мин. пешком, ⋅  11 мин. пешком, ⋅  12 мин. пешком,Есть,"1-комн. квартира, 65 м²",65 м²,Центральное,,,21,,,,,Кирпичный,Железобетонные,,39900000,613 846,,6 из 14
Нет,"Москва, ТАО (Троицкий), Краснопахорское поселение, Раево деревня, ул. Джонатана Свифта, 3",,Центральное,2015,34 м²,,14 м²,Нет, ⋅  25 мин. на транспорте, ⋅  25 мин. на транспорте, ⋅  25 мин. на транспорте,,"2-комн. квартира, 64,3 м²","64,3 м²",Котел/Квартирное отопление,,,1,,,,,Кирпичный,Железобетонные,,6900000,107 309,,1 из 3
,"Москва, ЗАО, р-н Филевский парк, Западный Порт жилой комплекс, к1",,,,,,,, ⋅  7 мин. пешком, ⋅  17 мин. пешком, ⋅  35 мин. пешком,,"2-комн. квартира, 57 м²",57 м²,,,,,,,2 кв. 2020,,,,,13500000,236 842,,11 из 16
,"Москва, ЮВАО, р-н Марьино, Братиславская ул., 18К1",,,,34 м²,,10 м²,, ⋅  5 мин. пешком,,,,"2-комн. квартира, 61 м²",61 м²,,,,,,,,,,,,10380000,170 164,,4 из 18
,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к2",,,,,,30 м²,"4 пассажирских, 2 грузовых", ⋅  9 мин. пешком, ⋅  10 мин. на транспорте, ⋅  15 мин. на транспорте,,"2-комн. квартира, 95,2 м²","95,2 м²",,,Подземная,,,,,,,,,22490000,236 239,,8 из 36
,"Москва, СВАО, р-н Бутырский, Огородный проезд, 20к1",,,,"29,8 м²",,13 м²,"2 пассажирских, 1 грузовой", ⋅  4 мин. пешком, ⋅  6 мин. пешком, ⋅  15 мин. пешком,,"2-комн. квартира, 62,8 м²","62,8 м²",,,Подземная,,,,4 кв. 2020,,,,,12616520,200 900,,17 из 23
,"Москва, СВАО, р-н Бутырский, Огородный проезд, 20к4",,,,"21,1 м²",,"9,1 м²","2 пассажирских, 1 грузовой", ⋅  4 мин. пешком, ⋅  6 мин. пешком, ⋅  15 мин. пешком,,"1-комн. квартира, 39,6 м²","39,6 м²",,,Подземная,,,,4 кв. 2020,,,,,9309960,235 100,,8 из 23
,"Москва, СЗАО, р-н Щукино, ул. Берзарина, 30К3",,,,"16,7 м²",,"12,2 м²","2 пассажирских, 1 грузовой", ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 38,26 м²","38,26 м²",,,Подземная,,,,2 кв. 2021,,,,,8463112,221 200,,12 из 21
,"Москва, СЗАО, р-н Щукино, ул. Берзарина, 30К3",,,,"13,3 м²",,11 м²,"2 пассажирских, 1 грузовой", ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 33,35 м²","33,35 м²",,,Подземная,,,,2 кв. 2021,,,,,7790560,233 600,,10 из 21
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"10,4 м²",,17 м²,"1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 38 м²",38 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,9085631,239 096,,5 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"28,4 м²",,"15,8 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 62 м²",62 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,13112251,211 488,,2 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"28,4 м²",,"15,8 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 62 м²",62 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,14139713,228 060,,9 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,12 м²,,"9,8 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 32 м²",32 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,7519407,234 981,,2 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"10,4 м²",,17 м²,"1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 38 м²",38 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,8966083,235 950,,3 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"28,4 м²",,"15,8 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 62 м²",62 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,13951951,225 031,,6 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"11,1 м²",,"15,5 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 36 м²",36 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,9374004,260 389,,4 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"21,1 м²",,"19,6 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 56 м²",56 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,14646282,261 541,,6 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"25,1 м²",,"19,5 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 53 м²",53 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,13043026,246 095,,2 из 11
,"Москва, ЮАО, р-н Донской, Духовской пер.",,,,"25,1 м²",,"19,5 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 53 м²",53 м²,,,Подземная,,,,3 кв. 2021,,Монолитный,,,13932323,262 874,,9 из 11
Нет,"Московская область, Щелково городской округ, Литвиново поселок, 13",,Центральное,2012,"26,4 м²",,"8,2 м²",1 грузовой, ⋅  60 мин. на транспорте,,,,"2-комн. квартира, 51,6 м²","51,6 м²",Центральное,,,4,,2012,,,Монолитный,Железобетонные,,3299900,63 952,,6 из 10
,"Москва, САО, р-н Савеловский, ул. Мишина, 14",,,,"19,2 м²",,"12,9 м²","1 пассажирский, 1 грузовой", ⋅  11 мин. пешком, ⋅  2 мин. на транспорте,,,"1-комн. квартира, 49,2 м²","49,2 м²",,,Открытая,,,,3 кв. 2019,,,,,15793200,321 000,,2 из 7
,"Москва, САО, р-н Савеловский, ул. Мишина, 14",,,,"35,3 м²",,"13,7 м²",, ⋅  11 мин. пешком, ⋅  2 мин. на транспорте,,,"2-комн. квартира, 73,7 м²","73,7 м²",,,,,,,3 кв. 2019,,,,,23342264,316 720,,2 из 7
,"Москва, САО, р-н Савеловский, ул. Мишина, 14",,,,"39,6 м²",,"12,9 м²","1 пассажирский, 1 грузовой", ⋅  11 мин. пешком, ⋅  2 мин. на транспорте,,,"2-комн. квартира, 76,9 м²","76,9 м²",,,Открытая,,,,3 кв. 2019,,,,,23839000,310 000,,2 из 7
,"Москва, СВАО, р-н Бутырский, Новодмитровская ул.",,,,"11,3 м²",,15 м²,, ⋅  11 мин. пешком, ⋅  2 мин. на транспорте,,,"1-комн. апартаменты, 37,75 м²","37,75 м²",,,,,,,4 кв. 2020,,,,,8211000,217 510,,24 из 38
,"Москва, ЗАО, р-н Можайский, Рябиновая ул., 3к1",,,,"31,8 м²",,"12,2 м²",, ⋅  5 мин. на транспорте, ⋅  4 мин. на транспорте, ⋅  6 мин. на транспорте,,"2-комн. квартира, 63,8 м²","63,8 м²",,,,,,,,,,,,12554686,196 782,,19 из 23
Нет,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с2",,,2016,,,,"15 пассажирских, 15 грузовых", ⋅  3 мин. пешком, ⋅  7 мин. пешком,,,"1-комн. апартаменты, 91,8 м²","91,8 м²",,,Подземная,,,,4 кв. 2015,,Монолитный,,,37151666,404 702,,25 из 85
Нет,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с2",,,2016,,,,"15 пассажирских, 15 грузовых", ⋅  3 мин. пешком, ⋅  7 мин. пешком,,,"1-комн. апартаменты, 86,4 м²","86,4 м²",,,Подземная,,,,4 кв. 2015,,Монолитный,,,33491281,387 631,,9 из 85
Нет,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 21с2",,,2016,,,,"15 пассажирских, 15 грузовых", ⋅  3 мин. пешком, ⋅  7 мин. пешком,,,"1-комн. апартаменты, 86,4 м²","86,4 м²",,,Подземная,,,,4 кв. 2015,,Монолитный,,,34872411,403 616,,24 из 85
,"Москва, ЦАО, р-н Таганский, Нижегородская ул., 32сБ",,,,"22,4 м²",,10 м²,, ⋅  15 мин. пешком,,,,"1-комн. апартаменты, 32,4 м²","32,4 м²",,,,,,,,,,,,6628053,204 570,,7 из 7
,"Москва, ЮАО, р-н Нагатинский затон, Коломенская ул., 5",,,,21 м²,,"8,6 м²",, ⋅  16 мин. на транспорте, ⋅  17 мин. на транспорте, ⋅  17 мин. на транспорте,,"1-комн. квартира, 39 м²",39 м²,,,,,,1982,,,,,,6990000,179 231,,2 из 12
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"22,6 м²",,9 м²,1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 45 м²",45 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,5496909,122 154,,7 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"36,8 м²",,"9,4 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 61 м²",61 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,6334623,103 846,,6 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"24,8 м²",,"11,4 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 50 м²",50 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,5488171,109 763,,8 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"31,2 м²",,"10,5 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 55 м²",55 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,5524136,100 439,,4 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"10,7 м²",,"12,1 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 33 м²",33 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,3550001,107 576,,6 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"11,1 м²",,"15,3 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 36 м²",36 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,3933665,109 268,,7 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,23 м²,,"10,6 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"2-комн. квартира, 48 м²",48 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,4496129,93 669,,1 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"14,5 м²",,"10,3 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 34 м²",34 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,3429067,100 855,,1 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"13,9 м²",,"14,9 м²",1 пассажирский, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 38 м²",38 м²,,,Открытая,,,,3 кв. 2021,,Монолитный,,,3939013,103 658,,4 из 8
,"Московская область, Ленинский городской округ, Совхоз имени Ленина с/пос",,,,"10,3 м²",,"15,8 м²",, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 37 м²",37 м²,,,,,,,2 кв. 2021,,,,,3460070,93 515,,1 из 8
Нет,"Москва, СЗАО, р-н Хорошево-Мневники, просп. Маршала Жукова, 39Ак2",,,2018,15 м²,,10 м²,"2 пассажирских, 2 грузовых", ⋅  6 мин. на транспорте, ⋅  7 мин. на транспорте, ⋅  9 мин. на транспорте,,"1-комн. квартира, 32 м²",32 м²,,,Подземная,,,2018,,,Монолитный,,,11000000,343 750,,9 из 19
Нет,"Москва, ЦАО, р-н Пресненский, пер. Брюсов, 2/14С2",,,1914,,,,1 пассажирский, ⋅  9 мин. пешком, ⋅  12 мин. пешком, ⋅  12 мин. пешком,Есть,"2-комн. квартира, 56 м²",56 м²,Центральное,,,1,,1914,,,Кирпичный,Железобетонные,,43000000,767 857,,3 из 6
,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",,,,30 м²,,15 м²,, ⋅  12 мин. пешком, ⋅  10 мин. пешком,,,"2-комн. апартаменты, 75,6 м²","75,6 м²",,,,,,,,,,,,47507453,628 405,,3 из 8
,"Москва, ЮЗАО, р-н Ломоносовский, ул. Вавилова, 69А",,,,,,,, ⋅  3 мин. на транспорте, ⋅  15 мин. пешком, ⋅  20 мин. пешком,,"1-комн. квартира, 53,68 м²","53,68 м²",,,,,,2019,,,,,,15634000,291 244,,17 из 20
,"Москва, ЦАО, р-н Якиманка, Софийская наб., 34С4",,,,35 м²,,13 м²,, ⋅  12 мин. пешком, ⋅  10 мин. пешком,,,"1-комн. апартаменты, 54,7 м²","54,7 м²",,,,,,,,,,,,30001230,548 469,,2 из 8
Нет,"Московская область, Дмитровский городской округ, Икша пгт, ул. ДРСУ-5, 3",,Центральное,1976,"15,2 м²",,"6,8 м²",Нет, ⋅  <1 мин. на транспорте,,,,"1-комн. квартира, 30,1 м²","30,1 м²",Центральное,,,4,,1976,,,Панельный,Железобетонные,,2050000,68 106,,2 из 5
Нет,"Москва, ЮЗАО, р-н Ломоносовский, ул. Вавилова, 69А",,,2019,,,,Нет, ⋅  3 мин. на транспорте, ⋅  15 мин. пешком, ⋅  20 мин. пешком,Есть,"1-комн. квартира, 61,3 м²","61,3 м²",Индивидуальный тепловой пункт,,,3,,2019,,,Монолитный,Железобетонные,,17263000,281 615,,4 из 20
Нет,"Москва, ЦАО, р-н Пресненский, 3-я Красногвардейская ул., 3",,,2004,50 м²,,16 м²,"1 пассажирский, 1 грузовой", ⋅  12 мин. пешком,,,,"2-комн. квартира, 81 м²",81 м²,Индивидуальный тепловой пункт,,Подземная,5,,,,,Монолитный,Железобетонные,,30000000,370 370,,14 из 25
,"Москва, ВАО, р-н Сокольники, Русаковская ул., 31",,,,52 м²,,22 м²,"1 пассажирский, 1 грузовой", ⋅  1 мин. пешком,,,Есть,"2-комн. квартира, 109 м²",109 м²,,,Многоуровневая,,,,,,,,,39990000,366 881,,26 из 39
,"Москва, ЦАО, р-н Мещанский, Цветной бул., 32С3",,,,20 м²,,5 м²,1 пассажирский,,,,,"2-комн. апартаменты, 37,8 м²","37,8 м²",,,,,,,,,,,,20000000,529 101,,3 из 8
,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5/7С1",,,,"36,5 м²",,"23,7 м²","1 пассажирский, 2 грузовых", ⋅  10 мин. пешком, ⋅  2 мин. на транспорте, ⋅  5 мин. на транспорте,,"2-комн. квартира, 94,1 м²","94,1 м²",,,Подземная,,,,2 кв. 2021,,,,,53818613,571 930,,12 из 17
,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5/7С1",,,,"41,3 м²",,"22,2 м²","1 пассажирский, 2 грузовых", ⋅  10 мин. пешком, ⋅  2 мин. на транспорте, ⋅  5 мин. на транспорте,,"2-комн. квартира, 87,1 м²","87,1 м²",,,Подземная,,,,2 кв. 2021,,,,,49209758,564 980,,10 из 17
,"Москва, ЦАО, р-н Пресненский, Средний Тишинский пер., 5/7С1",,,,"36,5 м²",,"23,7 м²",, ⋅  10 мин. пешком, ⋅  2 мин. на транспорте, ⋅  5 мин. на транспорте,,"2-комн. квартира, 94,1 м²","94,1 м²",,,,,,,2 кв. 2021,,,,,52218913,554 930,,10 из 17
,"Москва, САО, р-н Бескудниковский, Дмитровское ш.",,,,"22,4 м²",,"14,3 м²",, ⋅  4 мин. пешком,,,,"1-комн. квартира, 58,1 м²","58,1 м²",,,,,,,2 кв. 2017,,,,,18622473,320 524,,21 из 22
,"Москва, ЦАО, р-н Хамовники, Погодинская ул., вл2/3",,,,,,,, ⋅  13 мин. пешком, ⋅  14 мин. пешком, ⋅  2 мин. на транспорте,,"2-комн. квартира, 97,7 м²","97,7 м²",,,,,,,4 кв. 2019,,,,,81054247,829 624,,2 из 13
,"Москва, ЦАО, р-н Хамовники, Погодинская ул., вл2/3",,,,,,,"1 пассажирский, 1 грузовой", ⋅  13 мин. пешком, ⋅  14 мин. пешком, ⋅  2 мин. на транспорте,,"2-комн. квартира, 99,4 м²","99,4 м²",,,,,,,4 кв. 2019,,,,,75714214,761 712,,8 из 13
Нет,"Москва, ЗАО, р-н Фили-Давыдково, Кастанаевская ул., 41К2",,,2010,,,15 м²,1 пассажирский, ⋅  8 мин. пешком, ⋅  5 мин. пешком, ⋅  17 мин. пешком,Есть,"3-комн. квартира, 100 м²",100 м²,Центральное,,,3,,2010,,И-155,Панельный,Железобетонные,,22500000,225 000,,19 из 19
,"Москва, ЮВАО, р-н Кузьминки, Волжский бул., 25К1",,,,19 м²,,7 м²,, ⋅  12 мин. пешком,,,,"1-комн. квартира, 38 м²",38 м²,,,,,,,,,,,,6650000,175 000,,9 из 17
,"Московская область, Ленинский городской округ, Боброво рп, ул. Лесная, 24",,,,32 м²,,15 м²,"1 пассажирский, 1 грузовой", ⋅  15 мин. на транспорте,,,,"2-комн. квартира, 52 м²",52 м²,,,,,,2018,,,,,,5400000,103 846,,7 из 17
Нет,"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 154К3",,,1983,19 м²,,10 м²,Нет, ⋅  <1 мин. на транспорте,,,,"1-комн. квартира, 35 м²",35 м²,Центральное,,,3,,1983,,П-44,Панельный,Железобетонные,,6400000,182 857,,1 из 16
,"Москва, ЮВАО, р-н Марьино, Донецкая ул., 30к1",,,,,,16 м²,, ⋅  15 мин. пешком, ⋅  15 мин. на транспорте, ⋅  15 мин. пешком,,"1-комн. квартира, 37 м²",37 м²,,,,,,2019,,,,,,8650000,233 784,,24 из 32
,"Москва, САО, р-н Головинский, Головинское ш., 11Б",,,,"18,5 м²",,"12,1 м²","1 пассажирский, 2 грузовых", ⋅  6 мин. пешком, ⋅  4 мин. на транспорте, ⋅  5 мин. на транспорте,,"1-комн. квартира, 43,1 м²","43,1 м²",,,Открытая,,,,3 кв. 2021,,,,,9460450,219 500,,11 из 20
,"Москва, САО, р-н Войковский, Старопетровский проезд, 8к3",,,,"30,4 м²",,"21,3 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  11 мин. пешком, ⋅  6 мин. на транспорте,,"2-комн. квартира, 71,3 м²","71,3 м²",,,Подземная,,,,3 кв. 2021,,,,,17397200,244 000,,5 из 22
,"Москва, САО, р-н Войковский, Старопетровский проезд, 8к3",,,,"19,1 м²",,"18,5 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  11 мин. пешком, ⋅  6 мин. на транспорте,,"1-комн. квартира, 46,6 м²","46,6 м²",,,Подземная,,,,3 кв. 2021,,,,,11696600,251 000,,14 из 22
,"Москва, ЦАО, р-н Пресненский, Красногвардейский бул., 15С2",,,,"31,3 м²",,"13,2 м²","1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте, ⋅  2 мин. на транспорте,,,"2-комн. квартира, 69,53 м²","69,53 м²",,,Подземная,,,,1 кв. 2020,,,,,22944900,330 000,,6 из 19
Нет,"Москва, ЗАО, р-н Тропарево-Никулино, ул. 26-ти Бакинских Комиссаров, 8к3",,Центральное,1970,18 м²,,6 м²,1 пассажирский, ⋅  8 мин. пешком, ⋅  4 мин. на транспорте, ⋅  4 мин. на транспорте,Есть,"1-комн. квартира, 31,5 м²","31,5 м²",Центральное,,,7,,1970,,II-57,Панельный,Железобетонные,,8500000,269 841,,1 из 9
,"Москва, САО, р-н Хорошевский, ул. Зорге",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. апартаменты, 55,01 м²","55,01 м²",,,Подземная,,,,2 кв. 2022,,Монолитный,,,10280085,186 877,,12 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. апартаменты, 55,96 м²","55,96 м²",,,Подземная,,,,2 кв. 2022,,,,,9663888,172 693,,3 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"1-комн. апартаменты, 37,68 м²","37,68 м²",,,Подземная,,,,2 кв. 2022,,,,,7344044,194 906,,7 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. апартаменты, 55,96 м²","55,96 м²",,,Подземная,,,,2 кв. 2022,,,,,10045776,179 517,,9 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"1-комн. апартаменты, 36,75 м²","36,75 м²",,,Подземная,,,,2 кв. 2022,,,,,7383563,200 913,,10 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"1-комн. апартаменты, 27,64 м²","27,64 м²",,,Подземная,,,,2 кв. 2022,,,,,6329448,228 996,,12 из 20
Нет,"Москва, ВАО, р-н Сокольники, проезд Попов, 1к1",,,2006,31 м²,,"9,5 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  17 мин. пешком, ⋅  21 мин. пешком,Есть,"2-комн. квартира, 58 м²",58 м²,Центральное,,Подземная,5,,2010,,,Монолитный,Железобетонные,,16800000,289 655,,4 из 11
